fsm,wis,ois,wisp,oisp,7676,134524,226452,334353,449872,543342,636439,74765,93925383,103539682,median
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 7 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.747 --n1x1 0 --c1x1 2 --p1x1 0.383 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.278 --n2x1 2 --c2x1 2 --p2x1 0.549 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.454 --n3x1 0 --c3x1 4 --p3x1 6 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.338 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,47.212,2.213,48.439,2.27,47.0,50.0,56.0,57.0,51.0,48.0,46.0,50.0,41.0,56.0,50.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 4 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.779 --n1x1 0 --c1x1 2 --p1x1 0.793 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.136 --n2x1 2 --c2x1 2 --p2x1 0.948 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.455 --n3x1 0 --c3x1 4 --p3x1 2 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.193 --n3x3 0 --c3x3 4 --p3x3 6 --w3x3 1.02 ,51.714,1.77068e+29,50.22,1.71951e+29,46.0,45.0,52.0,57.0,47.0,53.0,43.0,49.0,53.0,43.0,48.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.922 --n1x1 0 --c1x1 2 --p1x1 0.552 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.218 --n2x1 2 --c2x1 2 --p2x1 0.674 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.473 --n3x1 0 --c3x1 4 --p3x1 9 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.047 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,34.182,7522.8,48.089,10583.5,52.0,50.0,51.0,52.0,46.0,46.0,35.0,58.0,44.0,46.0,48.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 5 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.622 --n1x1 0 --c1x1 2 --p1x1 0.785 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.169 --n2x1 2 --c2x1 2 --p2x1 0.801 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.291 --n3x1 0 --c3x1 4 --p3x1 6 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.342 --n3x3 0 --c3x3 4 --p3x3 2 --w3x3 1.02 ,50.143,9.17256e+27,48.699,8.90839e+27,49.0,42.0,45.0,55.0,54.0,52.0,50.0,55.0,42.0,45.0,49.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 4 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.735 --n1x1 0 --c1x1 2 --p1x1 0.962 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.057 --n2x1 2 --c2x1 2 --p2x1 0.456 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.506 --n3x1 0 --c3x1 4 --p3x1 4 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.624 --n3x3 0 --c3x3 4 --p3x3 8 --w3x3 1.02 ,49.128,1.70983e+37,47.716,1.6606999999999998e+37,46.0,52.0,50.0,47.0,52.0,46.0,42.0,43.0,38.0,48.0,46.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 6 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.751 --n1x1 0 --c1x1 2 --p1x1 0.414 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.504 --n2x1 2 --c2x1 2 --p2x1 0.615 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.749 --n3x1 0 --c3x1 4 --p3x1 3 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.139 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,48.474,18.414,49.09,18.648,50.0,53.0,41.0,55.0,51.0,51.0,51.0,47.0,57.0,48.0,51.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.439 --n1x1 0 --c1x1 2 --p1x1 0.737 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.393 --n2x1 2 --c2x1 2 --p2x1 0.793 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.452 --n3x1 0 --c3x1 4 --p3x1 4 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.044 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,52.139,2753260000000.0,51.809,2735840000000.0,45.0,49.0,44.0,50.0,51.0,56.0,46.0,45.0,51.0,51.0,49.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.773 --n1x1 0 --c1x1 2 --p1x1 0.824 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.388 --n2x1 2 --c2x1 2 --p2x1 0.499 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.448 --n3x1 0 --c3x1 4 --p3x1 3 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.287 --n3x3 0 --c3x3 4 --p3x3 6 --w3x3 1.02 ,53.551,1.35813e+18,51.999,1.31877e+18,59.0,44.0,51.0,52.0,51.0,47.0,50.0,42.0,55.0,50.0,50.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.738 --n1x1 0 --c1x1 2 --p1x1 0.504 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.315 --n2x1 2 --c2x1 2 --p2x1 0.948 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.785 --n3x1 0 --c3x1 4 --p3x1 9 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.077 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,51.596,70921300.0,50.109,68876800.0,50.0,45.0,46.0,50.0,42.0,47.0,45.0,56.0,48.0,40.0,46.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.131 --n1x1 0 --c1x1 2 --p1x1 0.316 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.09 --n2x1 2 --c2x1 2 --p2x1 0.871 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.555 --n3x1 0 --c3x1 4 --p3x1 5 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.025 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,42.442,0.069,47.029,0.076,43.0,38.0,45.0,35.0,45.0,44.0,47.0,39.0,47.0,46.0,44.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.678 --n1x1 0 --c1x1 2 --p1x1 0.483 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.127 --n2x1 2 --c2x1 2 --p2x1 0.704 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.647 --n3x1 0 --c3x1 4 --p3x1 4 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.327 --n3x3 0 --c3x3 4 --p3x3 4 --w3x3 1.02 ,50.501,259329.0,49.122,252246.0,51.0,46.0,52.0,52.0,48.0,46.0,52.0,57.0,55.0,48.0,51.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 6 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.949 --n1x1 0 --c1x1 2 --p1x1 0.327 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.509 --n2x1 2 --c2x1 2 --p2x1 0.911 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.575 --n3x1 0 --c3x1 4 --p3x1 8 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.098 --n3x3 0 --c3x3 4 --p3x3 7 --w3x3 1.02 ,49.846,2.328,48.876,2.283,48.0,53.0,53.0,51.0,43.0,48.0,46.0,56.0,50.0,43.0,49.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 6 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.61 --n1x1 0 --c1x1 2 --p1x1 0.547 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.31 --n2x1 2 --c2x1 2 --p2x1 0.791 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.679 --n3x1 0 --c3x1 4 --p3x1 4 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.032 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,50.814,178699000000.0,49.349,173545000000.0,48.0,45.0,41.0,58.0,47.0,44.0,51.0,38.0,48.0,43.0,46.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 6 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.941 --n1x1 0 --c1x1 2 --p1x1 0.914 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.291 --n2x1 2 --c2x1 2 --p2x1 0.48 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.587 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.454 --n3x3 0 --c3x3 4 --p3x3 6 --w3x3 1.02 ,49.899,2.06805e+35,48.463,2.00851e+35,47.0,57.0,51.0,43.0,52.0,55.0,46.0,47.0,50.0,40.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 6 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.715 --n1x1 0 --c1x1 2 --p1x1 0.39 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.256 --n2x1 2 --c2x1 2 --p2x1 0.891 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.895 --n3x1 0 --c3x1 4 --p3x1 8 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.397 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,49.498,9.524,48.899,9.409,41.0,50.0,55.0,47.0,45.0,45.0,52.0,50.0,54.0,48.0,49.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.56 --n1x1 0 --c1x1 2 --p1x1 0.611 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.524 --n2x1 2 --c2x1 2 --p2x1 0.635 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.544 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.235 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,49.729,7470050000000000.0,48.298,7255120000000000.0,39.0,45.0,50.0,43.0,45.0,53.0,57.0,53.0,50.0,48.0,49.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 6 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.36 --n1x1 0 --c1x1 2 --p1x1 0.748 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.661 --n2x1 2 --c2x1 2 --p2x1 0.398 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.071 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.041 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,46.528,9.52686e+23,45.199,9.25481e+23,43.0,49.0,54.0,50.0,48.0,48.0,37.0,49.0,47.0,46.0,48.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.321 --n1x1 0 --c1x1 2 --p1x1 0.786 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.78 --n2x1 2 --c2x1 2 --p2x1 0.847 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.604 --n3x1 0 --c3x1 4 --p3x1 6 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.015 --n3x3 0 --c3x3 4 --p3x3 6 --w3x3 1.02 ,53.026,2.22108e+26,51.489,2.15672e+26,53.0,49.0,50.0,46.0,42.0,53.0,49.0,51.0,51.0,44.0,49.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 7 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.054 --n1x1 0 --c1x1 2 --p1x1 0.573 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.175 --n2x1 2 --c2x1 2 --p2x1 0.991 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.255 --n3x1 0 --c3x1 4 --p3x1 10 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.191 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,46.09,6099540000.0,44.862,5936950000.0,39.0,43.0,35.0,41.0,42.0,42.0,27.0,36.0,41.0,36.0,40.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 4 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.745 --n1x1 0 --c1x1 2 --p1x1 0.71 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.41 --n2x1 2 --c2x1 2 --p2x1 0.501 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.89 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.058 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,49.678,1.78418e+23,48.249,1.73285e+23,45.0,43.0,53.0,47.0,46.0,56.0,48.0,49.0,61.0,51.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 5 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.62 --n1x1 0 --c1x1 2 --p1x1 0.89 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.508 --n2x1 2 --c2x1 2 --p2x1 0.874 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.494 --n3x1 0 --c3x1 4 --p3x1 8 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.249 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,51.217,1.6215199999999999e+34,49.739,1.5747099999999998e+34,51.0,40.0,44.0,54.0,53.0,45.0,46.0,48.0,52.0,45.0,47.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.867 --n1x1 0 --c1x1 2 --p1x1 0.562 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.093 --n2x1 2 --c2x1 2 --p2x1 0.43 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.75 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.081 --n3x3 0 --c3x3 4 --p3x3 2 --w3x3 1.02 ,49.067,1391500000000.0,47.658,1351520000000.0,47.0,48.0,43.0,42.0,48.0,48.0,50.0,52.0,45.0,44.0,47.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 5 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.723 --n1x1 0 --c1x1 2 --p1x1 0.616 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.68 --n2x1 2 --c2x1 2 --p2x1 0.806 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.889 --n3x1 0 --c3x1 4 --p3x1 10 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.555 --n3x3 0 --c3x3 4 --p3x3 8 --w3x3 1.02 ,51.494,1.75831e+17,50.007,1.70753e+17,52.0,52.0,46.0,49.0,48.0,44.0,47.0,50.0,52.0,44.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.275 --n1x1 0 --c1x1 2 --p1x1 0.947 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.213 --n2x1 2 --c2x1 2 --p2x1 0.887 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.833 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.497 --n3x3 0 --c3x3 4 --p3x3 4 --w3x3 1.02 ,53.553,1.45981e+24,52.0,1.41746e+24,41.0,35.0,42.0,54.0,52.0,48.0,41.0,50.0,48.0,51.0,48.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 1 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.484 --n1x1 0 --c1x1 2 --p1x1 0.313 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.039 --n2x1 2 --c2x1 2 --p2x1 0.961 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.77 --n3x1 0 --c3x1 4 --p3x1 5 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.106 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,47.465,0.083,46.144,0.081,45.0,44.0,44.0,47.0,47.0,54.0,39.0,46.0,43.0,49.0,45.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 7 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.958 --n1x1 0 --c1x1 2 --p1x1 0.711 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.265 --n2x1 2 --c2x1 2 --p2x1 0.705 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.804 --n3x1 0 --c3x1 4 --p3x1 2 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.598 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,51.449,1.5651e+24,49.964,1.51991e+24,47.0,50.0,47.0,45.0,52.0,55.0,46.0,54.0,48.0,47.0,47.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 6 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.927 --n1x1 0 --c1x1 2 --p1x1 0.866 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.198 --n2x1 2 --c2x1 2 --p2x1 0.917 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.712 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.24 --n3x3 0 --c3x3 4 --p3x3 4 --w3x3 1.02 ,52.161,6.05634e+33,50.653,5.88117e+33,45.0,52.0,52.0,50.0,51.0,45.0,51.0,50.0,49.0,49.0,50.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 9 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 1 --n1x1 0 --c1x1 2 --p1x1 0.384 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.251 --n2x1 2 --c2x1 2 --p2x1 0.671 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.469 --n3x1 0 --c3x1 4 --p3x1 2 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.14 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,49.216,5.651,49.028,5.629,53.0,47.0,56.0,57.0,47.0,52.0,47.0,53.0,46.0,49.0,50.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 3 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.89 --n1x1 0 --c1x1 2 --p1x1 0.848 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.192 --n2x1 2 --c2x1 2 --p2x1 0.846 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.979 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.04 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,52.216,4.89041e+32,50.705,4.7489500000000004e+32,46.0,50.0,45.0,43.0,51.0,49.0,51.0,53.0,48.0,46.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 5 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.59 --n1x1 0 --c1x1 2 --p1x1 0.931 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.023 --n2x1 2 --c2x1 2 --p2x1 0.724 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.424 --n3x1 0 --c3x1 4 --p3x1 7 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.254 --n3x3 0 --c3x3 4 --p3x3 5 --w3x3 1.02 ,50.369,8.57601e+35,48.918,8.32888e+35,45.0,46.0,47.0,46.0,54.0,41.0,43.0,52.0,40.0,50.0,46.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 6 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.532 --n1x1 0 --c1x1 2 --p1x1 0.96 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.315 --n2x1 2 --c2x1 2 --p2x1 0.647 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.535 --n3x1 0 --c3x1 4 --p3x1 9 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.594 --n3x3 0 --c3x3 4 --p3x3 3 --w3x3 1.02 ,49.82,1.23986e+37,48.386,1.20418e+37,55.0,45.0,48.0,47.0,48.0,50.0,46.0,47.0,60.0,52.0,48.0
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 10 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.726 --n1x1 0 --c1x1 2 --p1x1 0.918 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.774 --n2x1 2 --c2x1 2 --p2x1 0.894 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.693 --n3x1 0 --c3x1 4 --p3x1 9 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.575 --n3x3 0 --c3x3 4 --p3x3 4 --w3x3 1.02 ,51.791,1.18724e+36,50.294,1.1529199999999999e+36,52.0,49.0,54.0,43.0,48.0,48.0,52.0,59.0,45.0,44.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 2 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.931 --n1x1 0 --c1x1 2 --p1x1 0.241 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.376 --n2x1 2 --c2x1 2 --p2x1 0.85 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.846 --n3x1 0 --c3x1 4 --p3x1 6 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.83 --n3x3 0 --c3x3 4 --p3x3 4 --w3x3 1.02 ,49.163,0.445,47.808,0.433,52.0,50.0,49.0,50.0,48.0,43.0,45.0,54.0,43.0,40.0,48.5
--nstates 4 --s0 3 --n0 1 --n0x0 0 --c0x0 4 --p0x0 4 --w0x0 3.5 --s1 0 --rwm1 1 --n1 2 --n1x0 1 --c1x0 0 --p1x0 0.413 --n1x1 0 --c1x1 2 --p1x1 0.849 --s2 2 --n2 2 --n2x0 0 --c2x0 2 --p2x0 0.426 --n2x1 2 --c2x1 2 --p2x1 0.99 --s3 3 --n3 4 --n3x0 0 --c3x0 2 --p3x0 0.635 --n3x1 0 --c3x1 4 --p3x1 3 --w3x1 11.23 --n3x2 1 --c3x2 5 --p3x2 0.103 --n3x3 0 --c3x3 4 --p3x3 1 --w3x3 1.02 ,50.544,2.62164e+31,49.087,2.54607e+31,48.0,45.0,51.0,49.0,45.0,53.0,44.0,59.0,52.0,42.0,48.5
